# time  created  delivered  delivered/created
11389.0000 385 17 0.0442
11417.0000 386 17 0.0440
11446.0000 387 17 0.0439
11471.0000 388 17 0.0438
11497.0000 389 17 0.0437
11525.0000 390 17 0.0436
11556.0000 391 17 0.0435
11588.0000 392 17 0.0434
11622.0000 393 17 0.0433
11649.0000 394 17 0.0431
11677.0000 395 17 0.0430
11685.2000 395 18 0.0456
11707.0000 396 18 0.0455
11736.0000 397 18 0.0453
11760.7000 397 19 0.0479
11767.0000 398 19 0.0477
11799.0000 399 19 0.0476
11832.0000 400 19 0.0475
11860.0000 401 19 0.0474
11888.0000 402 19 0.0473
11916.0000 403 19 0.0471
11947.0000 404 19 0.0470
11981.0000 405 19 0.0469
12013.0000 406 19 0.0468
12042.0000 407 19 0.0467
12067.0000 408 19 0.0466
12092.0000 409 19 0.0465
12120.0000 410 19 0.0463
12149.0000 411 19 0.0462
12174.0000 412 19 0.0461
12199.0000 413 19 0.0460
12232.0000 414 19 0.0459
12260.0000 415 19 0.0458
12285.0000 416 19 0.0457
12316.0000 417 19 0.0456
12345.0000 418 19 0.0455
12353.5000 418 20 0.0478
12372.0000 419 20 0.0477
12405.0000 420 20 0.0476
12438.0000 421 20 0.0475
12469.0000 422 20 0.0474
12496.0000 423 20 0.0473
12522.0000 424 20 0.0472
12549.0000 425 20 0.0471
12576.0000 426 20 0.0469
12603.0000 427 20 0.0468
12604.2000 427 21 0.0492
12607.4000 427 22 0.0515
12632.0000 428 22 0.0514
12663.0000 429 22 0.0513
12690.0000 430 22 0.0512
12719.0000 431 22 0.0510
12745.0000 432 22 0.0509
12773.0000 433 22 0.0508
12799.0000 434 22 0.0507
12831.0000 435 22 0.0506
12858.0000 436 22 0.0505
12885.0000 437 22 0.0503
12913.0000 438 22 0.0502
12947.0000 439 22 0.0501
12975.0000 440 22 0.0500
13003.0000 441 22 0.0499
13029.0000 442 22 0.0498
13061.0000 443 22 0.0497
13089.0000 444 22 0.0495
13119.0000 445 22 0.0494
13144.0000 446 22 0.0493
13170.0000 447 22 0.0492
